flare_id,goes_class,noaa_active_region,primary_verified,secondary_verified,x_hpc,y_hpc,start_time,end_time,peak_time
9869,B9.6,12282,True,True,-241.524811822,277.233030994,2015-02-13 02:20:00,2015-02-13 02:51:00,2015-02-13 02:28:00
9871,B6.9,12284,True,True,-655.213672847,299.1079865676,2015-02-14 22:49:00,2015-02-14 22:57:00,2015-02-14 22:54:00
9872,B9.0,12283,True,True,602.2331270365,207.7867750055,2015-02-15 00:46:00,2015-02-15 00:56:00,2015-02-15 00:51:00
9873,B6.2,12282,True,True,237.066420741,295.1087838727,2015-02-15 09:02:00,2015-02-15 09:14:00,2015-02-15 09:07:00
9874,B8.8,12282,True,True,511.4636219781,281.5094047336,2015-02-16 15:48:00,2015-02-16 16:06:00,2015-02-16 16:00:00
9875,B7.3,12282,True,True,611.6403092731,158.3067451459,2015-02-17 06:35:00,2015-02-17 06:55:00,2015-02-17 06:44:00
9876,B5.7,12287,True,True,-470.5081661704,348.9302113961,2015-02-18 11:00:00,2015-02-18 11:11:00,2015-02-18 11:03:00
9877,B8.7,12289,True,True,-927.0783344563,-120.7923273434,2015-02-18 16:17:00,2015-02-18 16:24:00,2015-02-18 16:21:00
9878,B7.9,12289,True,True,-912.9954732393,-114.9541224049,2015-02-18 19:12:00,2015-02-18 19:20:00,2015-02-18 19:17:00
9880,C3.5,12282,True,True,828.7446740856,272.8747231301,2015-02-18 21:53:00,2015-02-18 22:13:00,2015-02-18 22:08:00
9881,C1.2,12282,True,True,855.7264254782,203.9185869732,2015-02-19 00:53:00,2015-02-19 01:01:00,2015-02-19 00:58:00
9884,B6.1,12287,True,True,-120.4585587259,348.3907131439,2015-02-20 01:06:00,2015-02-20 01:15:00,2015-02-20 01:10:00
9885,C1.5,12286,True,True,909.9149455838,-321.7926083624,2015-02-20 10:01:00,2015-02-20 10:51:00,2015-02-20 10:27:00
9886,C2.3,12286,True,True,911.6774682255,-327.2249611115,2015-02-20 15:04:00,2015-02-20 15:54:00,2015-02-20 15:22:00
9888,C1.3,12286,True,True,911.7304669832,-329.3448208601,2015-02-20 20:10:00,2015-02-20 20:21:00,2015-02-20 20:15:00
9889,B7.1,12286,True,False,911.71608197,-329.3380004417,2015-02-20 21:56:00,2015-02-20 22:02:00,2015-02-20 21:59:00
9891,B7.2,12286,True,True,911.7052191358,-329.3328560059,2015-02-20 23:16:00,2015-02-20 23:22:00,2015-02-20 23:19:00
9892,B8.8,12286,True,True,911.6940791518,-329.3275856771,2015-02-21 00:38:00,2015-02-21 00:45:00,2015-02-21 00:42:00
9893,C1.0,12286,True,True,911.6709659631,-329.3166681305,2015-02-21 03:28:00,2015-02-21 03:50:00,2015-02-21 03:33:00
9894,C1.2,12286,True,True,911.6589918354,-329.3110213168,2015-02-21 04:56:00,2015-02-21 05:11:00,2015-02-21 05:02:00
9895,B7.1,12291,True,True,-246.2038136972,330.1046122916,2015-02-21 18:20:00,2015-02-21 19:41:00,2015-02-21 18:50:00
9896,B9.2,12288,True,True,960.2727841213,-133.9249563685,2015-02-22 20:02:00,2015-02-22 21:02:00,2015-02-22 20:21:00
9897,C1.1,12288,True,True,960.2365466995,-133.9185703778,2015-02-23 00:10:00,2015-02-23 00:42:00,2015-02-23 00:26:00
9898,B7.2,12292,True,True,-855.1237461607,-96.9998394733,2015-02-23 03:07:00,2015-02-23 03:23:00,2015-02-23 03:15:00
9899,B4.8,12292,True,True,-817.7378197096,-88.6795233649,2015-02-23 09:29:00,2015-02-23 09:47:00,2015-02-23 09:39:00
9900,B5.2,12292,True,True,-805.2942066633,-86.2139700211,2015-02-23 11:57:00,2015-02-23 12:06:00,2015-02-23 12:02:00
9903,B4.1,12293,True,True,-690.0128787789,185.3672217276,2015-02-26 17:47:00,2015-02-26 18:05:00,2015-02-26 17:57:00
9904,B4.2,12293,True,True,-656.9412995477,189.4553808028,2015-02-26 22:30:00,2015-02-26 22:45:00,2015-02-26 22:37:00
9906,C1.0,12291,True,True,718.9637119628,399.8479925396,2015-02-27 23:05:00,2015-02-27 23:12:00,2015-02-27 23:09:00
9907,C2.5,12294,True,True,245.3384798992,-102.3185224838,2015-02-28 05:21:00,2015-02-28 05:40:00,2015-02-28 05:28:00
9908,C1.1,12294,True,False,291.668515546,-120.9046151556,2015-02-28 07:33:00,2015-02-28 07:55:00,2015-02-28 07:47:00
9910,C5.6,12294,True,True,277.1214981452,-103.4179879637,2015-02-28 08:58:00,2015-02-28 10:07:00,2015-02-28 09:39:00
9911,C2.2,12290,True,True,755.0208303367,422.0639399839,2015-02-28 13:35:00,2015-02-28 13:46:00,2015-02-28 13:40:00
9912,B9.7,12293,False,True,-266.6093164675,217.5807083572,2015-02-28 21:12:00,2015-02-28 22:01:00,2015-02-28 21:42:00
9913,C1.4,12290,True,True,795.6086494103,413.1604264434,2015-02-28 22:32:00,2015-02-28 22:44:00,2015-02-28 22:37:00
9915,C1.0,12290,True,True,837.6920959204,360.0748860784,2015-03-01 01:58:00,2015-03-01 02:32:00,2015-03-01 02:10:00
9916,C3.7,12290,True,True,832.4876014862,375.6051203355,2015-03-01 05:04:00,2015-03-01 05:21:00,2015-03-01 05:13:00
9917,B7.4,12290,True,True,837.6202513944,401.2847007079,2015-03-01 08:55:00,2015-03-01 10:21:00,2015-03-01 09:56:00
9918,C6.8,12290,True,True,875.3747828764,360.3726751404,2015-03-01 15:33:00,2015-03-01 16:31:00,2015-03-01 16:13:00
9919,C1.1,12290,True,True,901.1588722906,344.5170309732,2015-03-02 01:40:00,2015-03-02 01:57:00,2015-03-02 01:47:00
9920,C2.3,12290,True,True,905.9925746279,338.9977329161,2015-03-02 02:34:00,2015-03-02 03:07:00,2015-03-02 03:01:00
9921,C1.3,12290,True,True,906.5207620951,338.1784055874,2015-03-02 03:40:00,2015-03-02 03:45:00,2015-03-02 03:43:00
9922,C2.5,12290,True,True,907.5568704767,336.3263089294,2015-03-02 05:13:00,2015-03-02 05:26:00,2015-03-02 05:18:00
9924,M1.0,12290,True,True,908.2572531442,334.7455798879,2015-03-02 06:31:00,2015-03-02 06:44:00,2015-03-02 06:39:00
9928,M1.1,12290,True,True,909.2413695138,331.0554668784,2015-03-02 08:52:00,2015-03-02 09:58:00,2015-03-02 09:48:00
9932,C3.4,12290,True,True,896.6844553383,364.1558995848,2015-03-02 12:59:00,2015-03-02 13:13:00,2015-03-02 13:07:00
9933,C2.1,12290,True,True,896.9694809524,362.8857957817,2015-03-02 14:07:00,2015-03-02 14:21:00,2015-03-02 14:13:00
9934,M3.7,12290,True,True,897.1623186243,361.4429380164,2015-03-02 15:10:00,2015-03-02 15:37:00,2015-03-02 15:28:00
9935,C3.9,12290,True,True,897.1947998585,359.6043876297,2015-03-02 17:23:00,2015-03-02 17:51:00,2015-03-02 17:37:00
9936,M4.1,12290,True,True,897.1768434798,359.5965919522,2015-03-02 19:21:00,2015-03-02 19:36:00,2015-03-02 19:31:00
9938,C3.5,12290,True,True,897.1317068749,359.5770514645,2015-03-03 00:17:00,2015-03-03 00:34:00,2015-03-03 00:27:00
9939,M8.2,12290,True,True,902.2862842418,350.0229459677,2015-03-03 01:25:00,2015-03-03 01:42:00,2015-03-03 01:35:00
9940,C1.9,12292,True,False,687.8233922298,-83.5796522476,2015-03-03 06:08:00,2015-03-03 06:45:00,2015-03-03 06:34:00
9941,C1.3,12292,True,True,721.0351347265,-53.924056902,2015-03-03 07:44:00,2015-03-03 07:55:00,2015-03-03 07:50:00
9942,C1.1,12290,True,True,897.0533166431,359.543301476,2015-03-03 08:49:00,2015-03-03 09:07:00,2015-03-03 08:55:00
9943,C4.0,12290,True,True,897.0115086752,359.5253974271,2015-03-03 13:21:00,2015-03-03 13:59:00,2015-03-03 13:37:00
9944,C1.0,12292,True,True,848.0668050122,-129.0455689872,2015-03-04 06:25:00,2015-03-04 06:45:00,2015-03-04 06:31:00
9945,C2.8,12292,True,True,875.8592867284,-136.5884741226,2015-03-04 09:44:00,2015-03-04 10:50:00,2015-03-04 10:39:00
9946,C1.1,12293,True,True,526.9180495079,186.3052455281,2015-03-04 13:35:00,2015-03-04 13:49:00,2015-03-04 13:42:00
9948,C1.3,12297,True,True,-925.1749432271,-280.5926065005,2015-03-05 04:13:00,2015-03-05 04:26:00,2015-03-05 04:19:00
9949,C3.5,12297,True,True,-925.130544286,-280.5787164427,2015-03-05 08:46:00,2015-03-05 10:02:00,2015-03-05 09:47:00
9950,M1.2,12297,True,True,-925.0489167501,-280.5533116979,2015-03-05 17:06:00,2015-03-05 18:26:00,2015-03-05 18:11:00
9951,C4.0,12293,False,True,746.6605129386,161.2612684749,2015-03-05 19:35:00,2015-03-05 20:04:00,2015-03-05 19:55:00
9952,C1.9,12297,True,True,-924.9933457724,-280.5361133437,2015-03-05 22:45:00,2015-03-05 23:06:00,2015-03-05 22:59:00
9953,M3.0,12297,True,True,-924.9392393688,-280.5194427845,2015-03-06 04:14:00,2015-03-06 05:27:00,2015-03-06 04:57:00
9954,M1.5,12297,True,True,-924.9126993739,-280.511292291,2015-03-06 06:55:00,2015-03-06 08:28:00,2015-03-06 08:15:00
9955,C2.5,12297,True,True,-923.023279347,-272.7350683297,2015-03-06 15:04:00,2015-03-06 15:13:00,2015-03-06 15:08:00
9956,C2.6,12297,True,True,-922.5701920397,-271.8949268277,2015-03-06 15:48:00,2015-03-06 15:57:00,2015-03-06 15:51:00
9958,C2.2,12297,True,True,-917.6691312962,-265.6591603749,2015-03-06 21:06:00,2015-03-06 21:16:00,2015-03-06 21:11:00
9960,C2.2,12297,True,True,-911.291666612,-280.4464059557,2015-03-06 23:36:00,2015-03-06 23:46:00,2015-03-06 23:41:00
