flare_id,goes_class,noaa_active_region,primary_verified,secondary_verified,x_hpc,y_hpc,start_time,end_time,peak_time
13555,B4.4,12665,True,True,-485.1751617193,-152.1527604239,2017-07-09 14:05:00,2017-07-09 14:12:00,2017-07-09 14:09:00
13559,B3.3,12665,True,True,-471.8268694277,-136.5188326221,2017-07-09 16:20:00,2017-07-09 16:32:00,2017-07-09 16:26:00
13560,B5.0,12665,True,True,-424.7768700635,-203.148710084,2017-07-09 17:10:00,2017-07-09 17:44:00,2017-07-09 17:38:00
13561,B6.6,12665,True,True,-428.6548220052,-154.5252020853,2017-07-09 18:29:00,2017-07-09 18:49:00,2017-07-09 18:47:00
13562,B2.4,12665,True,True,-422.0573762439,-154.813002261,2017-07-09 19:30:00,2017-07-09 19:38:00,2017-07-09 19:33:00
13563,B5.2,12665,True,True,-416.4431290936,-155.0403595004,2017-07-09 20:08:00,2017-07-09 20:15:00,2017-07-09 20:12:00
13564,B9.0,12665,True,True,-401.6718239584,-155.6091354176,2017-07-09 21:33:00,2017-07-09 22:01:00,2017-07-09 21:54:00
13566,B3.6,12665,True,True,-411.2571416574,-187.8600874743,2017-07-09 23:25:00,2017-07-09 23:37:00,2017-07-09 23:33:00
13568,B3.8,12665,True,True,-211.1116475598,-193.2297922489,2017-07-10 07:52:00,2017-07-10 07:59:00,2017-07-10 07:55:00
13569,B3.2,12655,False,True,-147.8705437219,-130.0612626007,2017-07-11 01:09:00,2017-07-11 01:17:00,2017-07-11 01:13:00
13570,B4.9,12665,True,True,-130.6226634257,-195.480982426,2017-07-11 01:58:00,2017-07-11 02:07:00,2017-07-11 02:05:00
13571,B2.1,12665,True,True,-136.2195694346,-163.1270037502,2017-07-11 04:32:00,2017-07-11 04:39:00,2017-07-11 04:35:00
13572,B8.5,12665,True,True,-179.8559193264,-163.176706363,2017-07-11 12:57:00,2017-07-11 13:10:00,2017-07-11 13:04:00
13575,B9.4,12665,True,True,16.5027905867,-132.0829459175,2017-07-11 18:23:00,2017-07-11 18:31:00,2017-07-11 18:27:00
13576,C1.2,12665,True,True,15.7089661082,-164.8885945753,2017-07-11 20:18:00,2017-07-11 20:35:00,2017-07-11 20:31:00
13577,B5.5,12665,True,True,323.1609172681,-162.918551724,2017-07-13 04:49:00,2017-07-13 05:41:00,2017-07-13 05:12:00
13578,B3.4,12665,False,True,408.3504530907,-177.2346438886,2017-07-13 16:41:00,2017-07-13 16:50:00,2017-07-13 16:44:00
13579,B4.8,12665,True,True,454.8202312443,-191.6720885999,2017-07-13 17:38:00,2017-07-13 17:50:00,2017-07-13 17:43:00
13581,B5.8,12667,True,True,859.8944406014,171.0296199707,2017-07-13 19:32:00,2017-07-13 19:49:00,2017-07-13 19:40:00
13583,B5.7,12667,True,True,868.7618042834,172.7176629822,2017-07-13 20:44:00,2017-07-13 20:52:00,2017-07-13 20:48:00
13584,C2.0,12667,True,True,866.0911182823,172.1676301325,2017-07-13 21:27:00,2017-07-13 21:33:00,2017-07-13 21:31:00
13586,C3.0,12667,True,True,874.0874826382,173.7624834413,2017-07-13 23:30:00,2017-07-13 23:44:00,2017-07-13 23:40:00
13589,C1.4,12665,True,True,609.2294370461,-152.67952252,2017-07-14 19:18:00,2017-07-14 19:44:00,2017-07-14 19:25:00
13590,C1.7,12665,True,True,674.3229342198,-180.5437146741,2017-07-15 00:20:00,2017-07-15 00:38:00,2017-07-15 00:28:00
13591,B2.7,12665,True,True,659.1094787083,-149.5491412073,2017-07-15 02:22:00,2017-07-15 02:32:00,2017-07-15 02:26:00
13593,C1.0,12665,True,True,456.8113802676,-161.1809751649,2017-07-15 03:46:00,2017-07-15 04:01:00,2017-07-15 03:55:00
13595,B3.4,12665,True,True,694.4120533777,-146.9836703044,2017-07-15 07:39:00,2017-07-15 07:46:00,2017-07-15 07:43:00
13596,B3.0,12665,True,True,704.3837208136,-146.1904490191,2017-07-15 09:01:00,2017-07-15 09:20:00,2017-07-15 09:16:00
13597,C1.4,12665,True,True,750.08481096,-158.0830397062,2017-07-15 10:50:00,2017-07-15 10:55:00,2017-07-15 10:53:00
13598,B4.4,12665,True,True,744.1529381392,-126.5639165948,2017-07-15 15:39:00,2017-07-15 15:44:00,2017-07-15 15:42:00
13599,C1.1,12665,True,True,749.242765074,-126.0801528128,2017-07-15 16:22:00,2017-07-15 16:39:00,2017-07-15 16:34:00
13600,C5.8,12665,True,True,766.5858686934,-124.3758261883,2017-07-15 19:26:00,2017-07-15 19:44:00,2017-07-15 19:36:00
13601,C3.1,12665,True,True,822.6780940086,-133.8174253832,2017-07-16 01:58:00,2017-07-16 02:57:00,2017-07-16 02:35:00
13602,B7.6,12665,True,True,819.2568636197,-118.2899661868,2017-07-16 05:44:00,2017-07-16 05:49:00,2017-07-16 05:47:00
13603,C1.1,12665,True,True,845.2466324009,-130.5660753951,2017-07-16 07:23:00,2017-07-16 07:28:00,2017-07-16 07:26:00
13604,B6.1,12655,False,True,847.6182788072,-97.943714994,2017-07-16 10:25:00,2017-07-16 10:32:00,2017-07-16 10:30:00
13607,B8.7,12665,True,True,838.8814248763,-131.7183649988,2017-07-16 12:13:00,2017-07-16 12:19:00,2017-07-16 12:17:00
13609,C1.2,12665,True,True,910.4468741806,-84.8335365557,2017-07-16 17:54:00,2017-07-16 18:10:00,2017-07-16 18:04:00
13610,B4.7,12665,True,True,872.627516324,-126.0112944876,2017-07-16 20:48:00,2017-07-16 20:59:00,2017-07-16 20:51:00
13612,B4.6,12665,True,True,878.6414366355,-124.8185630279,2017-07-16 22:32:00,2017-07-16 22:39:00,2017-07-16 22:35:00
13613,B5.8,12665,True,True,881.3784604264,-124.2517087673,2017-07-16 23:19:00,2017-07-16 23:28:00,2017-07-16 23:24:00
13614,B6.3,12665,True,True,886.7717006611,-123.0876401093,2017-07-17 00:57:00,2017-07-17 01:08:00,2017-07-17 01:04:00
13615,B3.3,12665,True,True,891.1014527389,-122.1029482161,2017-07-17 02:23:00,2017-07-17 02:32:00,2017-07-17 02:28:00
13616,C2.3,12665,True,True,894.0814253432,-121.3949728191,2017-07-17 03:24:00,2017-07-17 03:31:00,2017-07-17 03:28:00
13617,B3.2,12665,True,True,895.9678614711,-120.9326218236,2017-07-17 04:03:00,2017-07-17 04:09:00,2017-07-17 04:07:00
13618,B4.9,12665,True,True,899.9409569354,-119.919722414,2017-07-17 05:28:00,2017-07-17 05:36:00,2017-07-17 05:32:00
13622,C1.2,12665,True,True,931.9182620714,-107.6915252035,2017-07-17 17:09:00,2017-07-17 20:50:00,2017-07-17 18:42:00
13623,B7.3,12665,True,True,936.7538210003,-103.4921469619,2017-07-18 00:06:00,2017-07-18 00:14:00,2017-07-18 00:11:00
13625,B5.6,12665,True,True,938.4921007855,-100.0744024941,2017-07-18 04:31:00,2017-07-18 04:41:00,2017-07-18 04:35:00
13629,C1.3,12665,True,True,938.6517878198,-98.537523682,2017-07-18 06:21:00,2017-07-18 06:50:00,2017-07-18 06:33:00
13630,C1.7,12665,True,True,938.6480022529,-98.3312668928,2017-07-18 08:20:00,2017-07-18 08:34:00,2017-07-18 08:29:00
13631,C1.1,12665,True,True,938.6787871987,-98.3270165864,2017-07-18 22:11:00,2017-07-18 22:46:00,2017-07-18 22:34:00
13632,C2.8,12665,True,True,938.6827173069,-98.3264999956,2017-07-18 23:54:00,2017-07-19 00:18:00,2017-07-19 00:07:00
13633,C1.4,12665,True,True,938.737135493,-98.3198926044,2017-07-19 22:36:00,2017-07-20 00:46:00,2017-07-20 00:01:00
13654,B2.3,12670,True,True,-896.6847179716,-111.8051524695,2017-08-02 00:02:00,2017-08-02 00:18:00,2017-08-02 00:11:00
13655,B1.1,12670,True,True,-822.4152807246,-129.8232892307,2017-08-02 19:26:00,2017-08-02 19:37:00,2017-08-02 19:32:00
13656,B1.5,12670,True,True,-811.8478949578,-131.787550355,2017-08-02 21:37:00,2017-08-02 21:48:00,2017-08-02 21:44:00
13657,B9.4,12670,True,True,-800.6102032377,-133.7755113423,2017-08-02 23:53:00,2017-08-03 00:04:00,2017-08-02 23:59:00
13659,B2.3,12670,True,True,-704.9766119949,-147.6936966056,2017-08-03 18:17:00,2017-08-03 18:33:00,2017-08-03 18:26:00
13661,B1.4,12670,True,True,-423.0964981909,-268.52811713,2017-08-05 17:43:00,2017-08-05 17:53:00,2017-08-05 17:50:00
13662,B1.3,12670,True,True,-331.3634492306,-193.089938273,2017-08-05 23:00:00,2017-08-05 23:09:00,2017-08-05 23:05:00
13663,B1.5,12670,True,True,-300.8333003889,-194.401833333,2017-08-06 02:22:00,2017-08-06 02:31:00,2017-08-06 02:26:00
13664,B1.3,12670,True,True,-231.2309400954,-196.9328154846,2017-08-06 09:52:00,2017-08-06 09:59:00,2017-08-06 09:56:00
13674,C1.1,12671,True,True,-907.0314419686,173.5385284082,2017-08-14 16:20:00,2017-08-14 16:27:00,2017-08-14 16:24:00
13676,B4.1,12671,True,True,-928.0696788523,152.1786103758,2017-08-14 19:00:00,2017-08-14 19:09:00,2017-08-14 19:05:00
13678,C1.2,12671,True,True,-924.2568937643,148.4599281095,2017-08-14 20:56:00,2017-08-14 21:09:00,2017-08-14 21:04:00
